,name,position,team,first_owner,drafted_by,Week01_owner,Week01_points,Week01_status,Week01_RostStatus,Week10_owner,Week10_points,Week10_status,Week10_RostStatus,Week11_owner,Week11_points,Week11_status,Week11_RostStatus,Week12_owner,Week12_points,Week12_status,Week12_RostStatus,Week13_owner,Week13_points,Week13_status,Week13_RostStatus,Week14_owner,Week14_points,Week14_status,Week14_RostStatus,Week15_owner,Week15_points,Week15_status,Week15_RostStatus,Week16_owner,Week16_points,Week16_status,Week16_RostStatus,Week02_owner,Week02_points,Week02_status,Week02_RostStatus,Week03_owner,Week03_points,Week03_status,Week03_RostStatus,Week04_owner,Week04_points,Week04_status,Week04_RostStatus,Week05_owner,Week05_points,Week05_status,Week05_RostStatus,Week06_owner,Week06_points,Week06_status,Week06_RostStatus,Week07_owner,Week07_points,Week07_status,Week07_RostStatus,Week08_owner,Week08_points,Week08_status,Week08_RostStatus,Week09_owner,Week09_points,Week09_status,Week09_RostStatus,Week01_TransStatus,Week10_TransStatus,Week11_TransStatus,Week12_TransStatus,Week13_TransStatus,Week14_TransStatus,Week15_TransStatus,Week16_TransStatus,Week02_TransStatus,Week03_TransStatus,Week04_TransStatus,Week05_TransStatus,Week06_TransStatus,Week07_TransStatus,Week08_TransStatus,Week09_TransStatus
"Gould, R. K SF","Gould, R.",K,SF,Sam,Sam,Sam,10.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Sam,8.0,Active,Starting,Sam,14.0,Active,Starting,Sam,2.0,Active,Starting,Nolan,5.0,Active,Starting,FA,,FA,FA,Sam,9.0,Active,Starting,Sam,3.0,Active,Starting,FA,,FA,FA,None,Dropped,FA,FA,FA,FA,FA,FA,PickedUp,None,None,Traded,Dropped,PickedUp,None,Dropped
Saints DEF,Saints DEF,DEF,Saints,Sam,Sam,Sam,17.0,Active,Starting,Graham,14.0,Active,Starting,Liam,16.0,Active,Starting,Liam,14.0,Active,Starting,Liam,6.0,Active,Starting,Liam,2.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,Sam,4.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,Jake,3.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,None,Traded,Traded,None,None,None,Dropped,FA,PickedUp,Dropped,FA,PickedUp,Dropped,FA,FA,FA
"Ebron, E. TE PIT","Ebron, E.",TE,PIT,Sam,Sam,Sam,2.8,Inactive,Bench,Sam,5.8,Active,Starting,FA,,FA,FA,FA,,FA,FA,Nolan,13.8,Active,Starting,Nolan,7.0,Active,Starting,Nolan,0.0,Inactive,Bench,Nolan,15.7,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Nolan,7.3,Active,Starting,Nolan,2.9,Inactive,Bench,Nolan,11.0,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,None,None,Dropped,FA,PickedUp,None,None,None,Dropped,FA,FA,PickedUp,None,None,Dropped,FA
"Crowder, J. WR NYJ","Crowder, J.",WR,NYJ,Sam,Sam,Sam,24.5,Inactive,Bench,Sam,0.0,Inactive,Bench,Sam,2.6,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Sam,29.32,Inactive,Bench,Sam,0.0,Inactive,Bench,Sam,0.0,Inactive,Bench,Sam,17.4,Inactive,Bench,Sam,26.4,Active,Starting,Sam,11.8,Active,Starting,Sam,0.0,Inactive,Bench,Sam,0.0,Inactive,Bench,Sam,10.6,Active,Starting,None,None,None,Dropped,FA,FA,FA,PickedUp,None,None,None,None,None,None,None,None
"Golladay, K. WR DET","Golladay, K.",WR,DET,Sam,Sam,Sam,0.0,Inactive,Bench,Sam,0.0,Inactive,Bench,Sam,0.0,Inactive,Bench,Sam,0.0,Inactive,Bench,Sam,0.0,Inactive,Bench,Sam,0.0,Inactive,Bench,Sam,0.0,Inactive,Bench,FA,,FA,FA,Sam,0.0,Inactive,Bench,Sam,17.7,Inactive,Bench,Sam,16.2,Active,Starting,Sam,0.0,Inactive,Bench,Sam,14.5,Active,Starting,Sam,17.4,Active,Starting,Sam,0.0,Active,Starting,Sam,0.0,Inactive,Bench,None,None,None,None,None,None,None,Dropped,PickedUp,None,None,None,None,None,None,None
"Mattison, A. RB MIN","Mattison, A.",RB,MIN,Sam,Sam,Sam,12.0,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Sam,2.6,Inactive,Bench,Sam,2.7,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,Nolan,4.0,Active,Starting,FA,,FA,FA,Sam,0.8,Inactive,Bench,FA,,FA,FA,None,Dropped,FA,FA,FA,FA,FA,FA,PickedUp,None,Dropped,FA,PickedUp,Dropped,PickedUp,Dropped
"Robinson, J. RB JAX","Robinson, J.",RB,JAX,Sam,Sam,Sam,10.0,Inactive,Bench,Sam,13.2,Active,Starting,Sam,11.4,Active,Starting,Sam,26.9,Active,Starting,Sam,22.8,Active,Starting,Sam,12.3,Active,Starting,Sam,14.3,Active,Starting,Sam,0.0,Inactive,Bench,Sam,21.0,Inactive,Bench,Sam,30.9,Active,Starting,Sam,14.7,Active,Starting,Sam,10.0,Active,Starting,Sam,15.3,Active,Starting,Sam,31.7,Active,Starting,Sam,0.0,Inactive,Bench,Sam,15.9,Active,Starting,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"Aiyuk, B. WR SF","Aiyuk, B.",WR,SF,Sam,Sam,Sam,0.0,Inactive,Bench,Kevin,19.7,Active,Starting,Kevin,0.0,Inactive,Bench,Kevin,0.00,Inactive,Reserve,Kevin,22.1,Inactive,Bench,Kevin,22.9,Inactive,Bench,Kevin,22.3,Active,Starting,Kevin,4.1,Active,Starting,FA,,FA,FA,FA,,FA,FA,Lucas,13.6,Active,Starting,Lucas,7.4,Inactive,Bench,Lucas,9.2,Inactive,Bench,FA,,FA,FA,Kevin,23.1,Active,Starting,Kevin,0.00,Inactive,Reserve,None,Traded,None,None,None,None,None,None,Dropped,FA,PickedUp,None,None,Dropped,PickedUp,None
"Harris, D. RB NE","Harris, D.",RB,NE,Sam,Sam,Sam,0.00,Inactive,Reserve,FA,,FA,FA,Kevin,12.4,Inactive,Bench,Kevin,4.7,Inactive,Bench,Kevin,10.5,Inactive,Bench,Kevin,6.0,Inactive,Bench,Kevin,0.0,Inactive,Bench,FA,,FA,FA,Sam,0.00,Inactive,Reserve,Sam,0.00,Inactive,Reserve,Sam,10.00,Inactive,Reserve,Sam,0.0,Inactive,Bench,Sam,4.3,Inactive,Bench,Sam,8.0,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,None,Dropped,PickedUp,None,None,None,None,Dropped,PickedUp,None,None,None,None,None,Dropped,FA
"Samuel, D. WR SF","Samuel, D.",WR,SF,Sam,Sam,Sam,0.00,Inactive,Reserve,FA,,FA,FA,FA,,FA,FA,Sam,24.3,Inactive,Bench,Sam,13.6,Active,Starting,Sam,0.9,Active,Starting,FA,,FA,FA,FA,,FA,FA,Sam,0.00,Inactive,Reserve,Sam,0.00,Inactive,Reserve,Sam,7.5,Inactive,Bench,Sam,4.2,Inactive,Bench,Sam,18.0,Inactive,Bench,Sam,12.2,Inactive,Bench,Sam,0.0,Inactive,Bench,FA,,FA,FA,None,Dropped,FA,PickedUp,None,None,Dropped,FA,PickedUp,None,None,None,None,None,None,Dropped
"Prescott, D. QB DAL","Prescott, D.",QB,DAL,f,f,f,17.64,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,f,39.8,Inactive,Bench,f,27.48,Inactive,Bench,f,37.28,Active,Starting,f,13.44,Active,Starting,f,0.0,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,None,Dropped,FA,FA,FA,FA,FA,FA,PickedUp,None,None,None,None,Dropped,FA,FA
"Bell, L. RB KC","Bell, L.",RB,KC,f,f,f,6.6,Active,Starting,FA,,FA,FA,Matt,10.6,Inactive,Bench,Graham,5.2,Inactive,Bench,Graham,7.5,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,Kevin,4.9,Active,Starting,f,0.00,Inactive,Reserve,Matt,0.00,Inactive,Reserve,Matt,0.00,Inactive,Reserve,Matt,7.7,Active,Starting,Matt,0.0,Inactive,Bench,Matt,3.9,Inactive,Bench,Matt,6.8,Active,Starting,Matt,1.3,Active,Starting,None,Dropped,PickedUp,Traded,None,Dropped,FA,PickedUp,Traded,Traded,None,None,None,None,None,None
"Barkley, S. RB NYG","Barkley, S.",RB,NYG,f,f,f,12.6,Active,Starting,f,0.00,Inactive,Reserve,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,f,2.8,Active,Starting,f,0.00,Inactive,Reserve,f,0.00,Inactive,Reserve,f,0.00,Inactive,Reserve,f,0.00,Inactive,Reserve,f,0.00,Inactive,Reserve,f,0.00,Inactive,Reserve,f,0.0,Inactive,Bench,None,None,Dropped,FA,FA,FA,FA,FA,PickedUp,None,None,None,None,None,None,None
"Robinson, A. WR CHI","Robinson, A.",WR,CHI,f,f,f,12.3,Active,Starting,Matt,10.3,Active,Starting,Matt,0.0,Inactive,Bench,Matt,27.4,Inactive,Bench,Matt,13.5,Active,Starting,Matt,27.3,Active,Starting,Matt,12.3,Active,Starting,Matt,20.3,Active,Starting,f,6.3,Active,Starting,Matt,28.3,Active,Starting,Matt,23.1,Active,Starting,Matt,19.0,Active,Starting,Matt,10.3,Active,Starting,Matt,11.0,Active,Starting,Matt,20.7,Active,Starting,Matt,15.1,Active,Starting,None,Traded,None,None,None,None,None,None,Traded,Traded,None,None,None,None,None,None
"Boyd, T. WR CIN","Boyd, T.",WR,CIN,f,f,f,7.3,Active,Starting,f,10.1,Active,Starting,f,17.5,Active,Starting,f,4.5,Active,Starting,f,14.2,Active,Starting,f,9.3,Active,Starting,f,0.0,Active,Starting,f,0.0,Inactive,Bench,f,20.2,Active,Starting,f,22.5,Active,Starting,f,16.4,Active,Starting,f,8.2,Active,Starting,f,12.9,Active,Starting,f,27.74,Active,Starting,f,19.6,Active,Starting,f,0.0,Inactive,Bench,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"Williams, P. WR MIA","Williams, P.",WR,MIA,f,f,f,6.1,Active,Starting,f,0.0,Inactive,Bench,f,0.0,Inactive,Bench,f,0.0,Inactive,Bench,f,0.00,Inactive,Reserve,f,0.00,Inactive,Reserve,f,0.00,Inactive,Reserve,f,0.00,Inactive,Reserve,f,5.6,Active,Starting,f,8.7,Inactive,Bench,f,4.5,Active,Starting,f,20.6,Active,Starting,f,9.8,Active,Starting,f,0.0,Inactive,Bench,f,3.5,Active,Starting,f,16.0,Active,Starting,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"Kelce, T. TE KC","Kelce, T.",TE,KC,f,f,f,17.0,Active,Starting,f,0.0,Inactive,Bench,f,26.86,Active,Starting,f,16.2,Active,Starting,f,27.6,Active,Starting,f,27.6,Active,Starting,f,22.8,Active,Starting,f,22.8,Active,Starting,f,24.0,Active,Starting,f,14.7,Active,Starting,f,10.0,Active,Starting,f,24.8,Active,Starting,f,21.5,Active,Starting,f,6.1,Active,Starting,f,24.9,Active,Starting,f,25.9,Active,Starting,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"Scott, B. RB PHI","Scott, B.",RB,PHI,f,f,f,7.4,Active,Starting,f,17.9,Inactive,Bench,f,10.5,Active,Starting,f,19.2,Inactive,Bench,f,12.5,Active,Starting,f,2.7,Active,Starting,f,11.1,Active,Starting,f,7.5,Active,Starting,f,13.4,Active,Starting,f,0.5,Inactive,Bench,f,1.6,Inactive,Bench,f,5.1,Inactive,Bench,f,7.2,Inactive,Bench,f,18.2,Inactive,Bench,f,9.9,Active,Starting,f,0.0,Inactive,Bench,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"Slye, J. K CAR","Slye, J.",K,CAR,f,f,f,11.0,Active,Starting,f,6.0,Active,Starting,f,10.0,Active,Starting,f,10.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,f,5.0,Active,Starting,f,14.0,Active,Starting,f,7.0,Active,Starting,f,11.0,Active,Starting,f,11.0,Active,Starting,f,7.00,Inactive,Reserve,f,5.0,Active,Starting,f,8.0,Active,Starting,None,None,None,None,Dropped,FA,FA,FA,PickedUp,None,None,None,None,None,None,None
Steelers DEF,Steelers DEF,DEF,Steelers,f,f,f,8.0,Active,Starting,f,12.0,Active,Starting,f,17.0,Active,Starting,f,14.0,Active,Starting,f,3.0,Active,Starting,f,6.0,Active,Starting,f,2.0,Active,Starting,f,9.0,Active,Starting,f,13.0,Active,Starting,f,7.0,Active,Starting,f,0.0,Active,Starting,f,8.0,Active,Starting,f,18.0,Active,Starting,f,2.0,Active,Starting,f,18.0,Active,Starting,f,7.0,Active,Starting,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"Newton, C. QB NE","Newton, C.",QB,NE,f,f,f,25.7,Inactive,Bench,f,16.82,Inactive,Bench,f,19.2,Inactive,Bench,f,3.96,Inactive,Bench,f,23.56,Inactive,Bench,f,4.36,Inactive,Bench,f,12.16,Inactive,Bench,f,9.76,Inactive,Bench,f,34.58,Active,Starting,f,11.18,Active,Starting,f,0.0,Inactive,Bench,f,0.0,Inactive,Bench,f,18.48,Active,Starting,f,-0.18,Active,Starting,f,18.36,Inactive,Bench,f,24.56,Inactive,Bench,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"Manhertz, C. TE CAR","Manhertz, C.",TE,CAR,f,f,f,1.4,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,None,Dropped,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA
"Lindsay, P. RB DEN","Lindsay, P.",RB,DEN,f,f,f,4.5,Inactive,Bench,Liam,0.2,Active,Starting,Liam,8.2,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,f,0.0,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,Liam,0.0,Inactive,Bench,Liam,10.1,Active,Starting,Liam,7.9,Active,Starting,Liam,15.6,Inactive,Bench,Liam,2.3,Inactive,Bench,None,Traded,None,Dropped,FA,FA,FA,FA,PickedUp,Dropped,FA,PickedUp,None,None,None,None
"Fant, N. TE DEN","Fant, N.",TE,DEN,f,f,f,19.1,Inactive,Bench,f,4.8,Inactive,Bench,f,9.5,Active,Starting,f,2.3,Inactive,Bench,f,9.7,Inactive,Bench,f,0.0,Inactive,Bench,f,20.8,Inactive,Bench,f,12.5,Inactive,Bench,f,17.7,Active,Starting,f,9.6,Active,Starting,f,8.5,Active,Starting,f,0.0,Inactive,Bench,f,0.0,Inactive,Bench,f,6.8,Inactive,Bench,f,11.7,Inactive,Bench,f,7.5,Inactive,Bench,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"Harry, N. WR NE","Harry, N.",WR,NE,f,f,f,6.9,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,f,15.2,Inactive,Bench,f,5.6,Active,Starting,f,11.1,Active,Starting,f,0.0,Inactive,Bench,f,0.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,None,Dropped,FA,FA,FA,FA,FA,FA,PickedUp,None,None,None,None,Dropped,FA,FA
"Ruggs, H. WR LV","Ruggs, H.",WR,LV,f,f,f,9.6,Inactive,Bench,f,8.2,Inactive,Bench,f,2.7,Inactive,Bench,f,12.3,Inactive,Bench,f,18.6,Inactive,Bench,f,7.2,Inactive,Bench,f,0.0,Inactive,Bench,f,0.7,Inactive,Bench,f,3.0,Inactive,Bench,f,0.0,Active,Starting,f,0.0,Inactive,Bench,f,20.7,Active,Starting,f,0.0,Inactive,Bench,f,6.5,Active,Starting,f,2.9,Active,Starting,f,1.0,Active,Starting,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"Hockenson, T. TE DET","Hockenson, T.",TE,DET,Jake,,FA,,FA,FA,Jake,3.3,Active,Starting,Jake,10.8,Active,Starting,Jake,13.9,Active,Starting,Jake,15.4,Active,Starting,Jake,16.3,Active,Starting,Jake,1.8,Active,Starting,Jake,6.3,Active,Starting,Sam,10.2,Active,Starting,Sam,9.3,Active,Starting,Sam,10.9,Active,Starting,FA,,FA,FA,Jake,9.7,Active,Starting,Jake,16.9,Active,Starting,Jake,13.5,Active,Starting,Jake,14.9,Active,Starting,FA,PickedUp,None,None,None,None,None,None,Traded,None,None,Dropped,PickedUp,None,None,None
"Fulgham, T. WR PHI","Fulgham, T.",WR,PHI,Jake,,FA,,FA,FA,Jake,1.8,Active,Starting,Jake,1.8,Inactive,Bench,Jake,3.6,Inactive,Bench,Jake,0.0,Inactive,Bench,Jake,0.0,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Jake,19.5,Active,Starting,Jake,12.3,Active,Starting,Jake,19.8,Active,Starting,Jake,0.0,Inactive,Bench,FA,PickedUp,None,None,None,None,Dropped,FA,FA,FA,FA,FA,PickedUp,None,None,None
"Blankenship, R. K IND","Blankenship, R.",K,IND,Jake,,FA,,FA,FA,Jake,11.0,Active,Starting,Jake,15.0,Active,Starting,Jake,2.0,Active,Starting,Jake,7.0,Active,Starting,Jake,14.0,Active,Starting,Jake,11.0,Active,Starting,Jake,6.0,Active,Starting,FA,,FA,FA,Jake,12.0,Active,Starting,Jake,14.0,Active,Starting,Jake,11.0,Active,Starting,Jake,8.0,Active,Starting,Jake,0.0,Inactive,Bench,Jake,1.0,Active,Starting,Jake,5.0,Active,Starting,FA,PickedUp,None,None,None,None,None,None,Dropped,PickedUp,None,None,None,None,None,None
Dolphins DEF,Dolphins DEF,DEF,Dolphins,Jake,,FA,,FA,FA,Jake,6.0,Active,Starting,Jake,5.0,Active,Starting,Jake,14.0,Active,Starting,Jake,14.0,Active,Starting,Jake,10.0,Active,Starting,Jake,9.0,Active,Starting,Jake,5.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Kevin,15.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,PickedUp,None,None,None,None,None,None,Dropped,FA,FA,FA,PickedUp,Dropped,FA,FA
"Davis, M. RB CAR","Davis, M.",RB,CAR,Jake,,FA,,FA,FA,Jake,8.4,Inactive,Bench,Jake,15.9,Active,Starting,Jake,10.9,Active,Starting,Jake,0.0,Inactive,Bench,Jake,26.3,Active,Starting,Jake,8.1,Active,Starting,Jake,8.8,Active,Starting,FA,,FA,FA,Jake,23.1,Active,Starting,Jake,22.1,Active,Starting,Jake,29.9,Active,Starting,Jake,11.5,Active,Starting,Jake,8.6,Active,Starting,Jake,8.7,Active,Starting,Jake,8.7,Inactive,Bench,FA,PickedUp,None,None,None,None,None,None,Dropped,PickedUp,None,None,None,None,None,None
"Gallman, W. RB NYG","Gallman, W.",RB,NYG,Jake,,FA,,FA,FA,Jake,19.0,Inactive,Bench,Jake,0.0,Inactive,Bench,Jake,18.1,Inactive,Bench,Jake,13.5,Active,Starting,Jake,10.3,Active,Starting,Jake,2.9,Inactive,Bench,Jake,7.3,Inactive,Bench,FA,,FA,FA,Lucas,3.4,Inactive,Bench,Lucas,4.5,Inactive,Bench,Lucas,4.4,Inactive,Bench,Lucas,0.0,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,Jake,14.7,Inactive,Bench,FA,PickedUp,None,None,None,None,None,None,Dropped,PickedUp,None,None,None,Dropped,FA,PickedUp
"Lazard, A. WR GB","Lazard, A.",WR,GB,Jake,,FA,,FA,FA,Jake,0.00,Inactive,Reserve,Jake,3.80,Inactive,Reserve,Jake,12.3,Inactive,Bench,Jake,8.0,Inactive,Bench,Jake,3.9,Inactive,Bench,Jake,10.6,Inactive,Bench,Jake,3.4,Inactive,Bench,Jake,7.5,Active,Starting,Jake,26.4,Active,Starting,FA,,FA,FA,Jake,0.00,Inactive,Reserve,Jake,0.00,Inactive,Reserve,Jake,0.00,Inactive,Reserve,Jake,0.00,Inactive,Reserve,Jake,0.00,Inactive,Reserve,FA,PickedUp,None,None,None,None,None,None,None,None,Dropped,PickedUp,None,None,None,None
"Peterson, A. RB DET","Peterson, A.",RB,DET,Lucas,,FA,,FA,FA,Lucas,4.0,Inactive,Bench,Lucas,1.8,Active,Starting,Lucas,17.5,Active,Starting,Lucas,17.7,Inactive,Bench,Lucas,4.0,Inactive,Bench,Lucas,2.3,Inactive,Bench,Lucas,1.0,Inactive,Bench,Lucas,4.1,Active,Starting,Lucas,9.5,Active,Starting,Lucas,9.6,Active,Starting,Lucas,0.0,Inactive,Bench,Lucas,12.8,Inactive,Bench,Lucas,4.0,Active,Starting,Lucas,2.2,Active,Starting,Lucas,7.3,Inactive,Bench,FA,PickedUp,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"Schultz, D. TE DAL","Schultz, D.",TE,DAL,Lucas,,FA,,FA,FA,Lucas,0.0,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Sam,1.6,Active,Starting,Sam,7.5,Active,Starting,Lucas,4.2,Active,Starting,Lucas,11.3,Inactive,Bench,Lucas,8.8,Inactive,Bench,FA,PickedUp,Dropped,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,None,Traded,None,None
"Bullock, R. K CIN","Bullock, R.",K,CIN,Lucas,,FA,,FA,FA,Lucas,4.0,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Lucas,10.0,Active,Starting,Lucas,7.0,Inactive,Bench,Lucas,0.0,Inactive,Bench,FA,PickedUp,Dropped,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,None,None
"Reed, J. TE SF","Reed, J.",TE,SF,Graham,,FA,,FA,FA,Graham,11.2,Active,Starting,Graham,0.0,Inactive,Bench,Graham,3.8,Inactive,Bench,Graham,12.2,Active,Starting,Graham,3.3,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,PickedUp,None,None,None,None,Dropped,FA,FA,FA,FA,FA,FA,FA,FA,FA
"Edmonds, C. RB ARI","Edmonds, C.",RB,ARI,Graham,,FA,,FA,FA,Graham,14.6,Active,Starting,Graham,24.9,Active,Starting,Graham,10.1,Inactive,Bench,Graham,11.7,Inactive,Bench,Graham,11.5,Inactive,Bench,Graham,15.6,Inactive,Bench,Graham,2.8,Inactive,Bench,Graham,4.3,Inactive,Bench,Graham,14.4,Inactive,Bench,Graham,15.0,Inactive,Bench,Graham,23.3,Inactive,Bench,Graham,3.9,Inactive,Bench,Graham,23.6,Inactive,Bench,Graham,0.0,Inactive,Bench,Graham,11.8,Active,Starting,FA,PickedUp,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"Succop, R. K TB","Succop, R.",K,TB,Graham,,FA,,FA,FA,Graham,16.0,Active,Starting,Graham,6.0,Active,Starting,Graham,6.0,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Graham,15.0,Active,Starting,Graham,4.0,Active,Starting,FA,PickedUp,None,None,Dropped,FA,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,None
"Murray, L. RB NO","Murray, L.",RB,NO,Graham,,FA,,FA,FA,Graham,5.7,Inactive,Bench,Graham,10.5,Inactive,Bench,Graham,25.6,Inactive,Bench,Graham,3.7,Inactive,Bench,Graham,1.7,Inactive,Bench,Graham,10.9,Inactive,Bench,Graham,12.6,Inactive,Bench,Graham,5.3,Inactive,Bench,Graham,7.5,Inactive,Bench,Graham,21.3,Inactive,Bench,Graham,7.7,Inactive,Bench,Graham,0.0,Inactive,Bench,Graham,6.6,Inactive,Bench,Graham,6.1,Inactive,Bench,Graham,6.2,Inactive,Bench,FA,PickedUp,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"Jackson, J. RB LAC","Jackson, J.",RB,LAC,Graham,,FA,,FA,FA,Graham,0.0,Inactive,Bench,Graham,0.0,Inactive,Bench,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Jake,0.0,Inactive,Bench,Jake,10.5,Inactive,Bench,FA,,FA,FA,Graham,0.0,Active,Starting,FA,PickedUp,None,Dropped,FA,FA,FA,FA,FA,FA,FA,FA,PickedUp,None,Dropped,PickedUp
"Hines, N. RB IND","Hines, N.",RB,IND,Liam,,FA,,FA,FA,Liam,28.5,Active,Starting,Liam,9.2,Inactive,Bench,Liam,17.5,Active,Starting,Liam,16.3,Active,Starting,Liam,11.7,Active,Starting,Liam,8.7,Active,Starting,Liam,16.7,Inactive,Bench,Sam,5.4,Active,Starting,Sam,11.3,Inactive,Bench,Sam,10.4,Inactive,Bench,Sam,5.7,Inactive,Bench,Sam,9.4,Inactive,Bench,FA,,FA,FA,Liam,25.1,Inactive,Bench,Liam,7.9,Inactive,Bench,FA,PickedUp,None,None,None,None,None,None,Traded,None,None,None,None,Dropped,PickedUp,None
"Higgins, T. WR CIN","Higgins, T.",WR,CIN,Liam,,FA,,FA,FA,Liam,22.5,Active,Starting,Liam,5.6,Active,Starting,Liam,15.4,Active,Starting,Liam,10.6,Active,Starting,Liam,9.9,Inactive,Bench,Liam,6.1,Inactive,Bench,Liam,21.9,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Liam,10.2,Active,Starting,Liam,18.7,Inactive,Bench,Liam,18.8,Active,Starting,Liam,14.4,Active,Starting,Liam,0.0,Inactive,Bench,FA,PickedUp,None,None,None,None,None,None,Dropped,FA,FA,PickedUp,None,None,None,None
"Tonyan, R. TE GB","Tonyan, R.",TE,GB,Liam,,FA,,FA,FA,Liam,6.3,Active,Starting,FA,,FA,FA,Lucas,17.7,Active,Starting,Lucas,13.9,Active,Starting,Lucas,14.6,Active,Starting,Lucas,10.8,Active,Starting,Lucas,2.7,Active,Starting,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,FA,,FA,FA,Liam,5.5,Inactive,Bench,Liam,5.2,Active,Starting,Liam,12.9,Active,Starting,Liam,1.5,Active,Starting,FA,PickedUp,Dropped,PickedUp,None,None,None,None,Dropped,FA,FA,FA,PickedUp,None,None,None
